Taxon	Mnemonic	Scientific name	Common name	Synonym	Other Names	Reviewed	Rank	Lineage	Parent
926570	ACIMA	Acidiphilium multivorum (strain DSM 11245 / JCM 8867 / AIU301)			Acidiphilium multivorum AIU301	reviewed		Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Acidiphilium	62140
33999	ACIOR	Acidiphilium organovorum			Acidiphilium organivorum; Acidiphilium organovorum Lobos et al. 1986; Acidiphilum organivorum; Acidiphilum organovorum	reviewed	Species	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Acidiphilium	522
526	ACIRU	Acidiphilium rubrum			Acidiphilium rubrum Wichlacz et al. 1986; Acidiphilum rubrum	reviewed	Species	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Acidiphilium	522
243159	ACIF2	Acidithiobacillus ferrooxidans (strain ATCC 23270 / DSM 14882 / NCIB 8455)		Ferrobacillus ferrooxidans (strain ATCC 23270)	Acidithiobacillus ferrooxidans ATCC 23270; Acidithiobacillus ferrooxidans str. ATCC 23270	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Acidithiobacillales; Acidithiobacillaceae; Acidithiobacillus	920
380394	ACIF5	Acidithiobacillus ferrooxidans (strain ATCC 53993)		Leptospirillum ferrooxidans (ATCC 53993)	Acidithiobacillus ferrooxidans ATCC 53993; Acidithiobacillus ferrooxidans str. ATCC 53993; Acidithiobacillus ferrooxidans strain ATCC 53993; Leptospirillum ferrooxidans ATCC 53993	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Acidithiobacillales; Acidithiobacillaceae; Acidithiobacillus	920
240015	ACIC5	Acidobacterium capsulatum (strain ATCC 51196 / DSM 11244 / JCM 7670)			Acidobacterium capsulatum ATCC 51196; Acidobacterium capsulatum str. ATCC 51196; Acidobacterium capsulatum strain ATCC 51196	reviewed		Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Acidobacterium	33075
351607	ACIC1	Acidothermus cellulolyticus (strain ATCC 43068 / 11B)			Acidothermus cellulolyticus 11B; Acidothermus cellulolyticus str. 11B; Acidothermus cellulolyticus strain 11B	reviewed		Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Frankineae; Acidothermaceae; Acidothermus	28049
643561	ACIAP	Acidovorax avenae (strain ATCC 19860 / DSM 7227 / JCM 20985 / NCPPB 1011)			Acidovorax avenae subsp. avenae ATCC 19860; Acidovorax avenae subsp. avenae str. ATCC 19860; Acidovorax avenae subsp. avenae strain ATCC 19860	reviewed		Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax	80870
80869	ACIAI	Acidovorax citrulli		Acidovorax avenae subsp. citrulli	Acidivorax citrulli; Acidovorax avenae subsp. citrulli (Schaad et al. 1978) Willems et al. 1992; Acidovorax citrulli (Schaad et al. 1978) Schaad et al. 2009; Pseudomonas avenae subsp. citrulli; Pseudomonas avenae subsp. citrulli (Schaad et al. 1978) Hu et al. 1991; Pseudomonas pseudoalcaligenes citrulli; Pseudomonas pseudoalcaligenes subsp. citrulli; Pseudomonas pseudoalcaligenes subsp. citrulli Schaad et al. 1978 (Approved Lists 1980); Pseudomonas sp. NRRL B-12227; Pseudomonas sp. NRRLB12227	reviewed	Species	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax	12916
397945	ACIAC	Acidovorax citrulli (strain AAC00-1)		Acidovorax avenae subsp. citrulli	Acidovorax avenae subsp. citrulli AAC00-1; Acidovorax citrulli AAC00-1; Acidovorax citrulli str. AAC00-1; Acidovorax citrulli strain AAC00-1	reviewed		Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax	80869
47920	ACIDE	Acidovorax delafieldii			Acidivorax delafieldii; Acidovorax delafieldii (Davis 1970) Willems et al. 1990; Pseudomonas delafieldii; Pseudomonas delafieldii Davis 1970 (Approved Lists 1980)	reviewed	Species	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax	12916
535289	ACIET	Acidovorax ebreus (strain TPSY)		Diaphorobacter sp. (strain TPSY)	Acidovorax ebreus TPSY; Acidovorax ebreus str. TPSY; Acidovorax ebreus strain TPSY; Diaphorobacter sp. TPSY	reviewed		Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax	721785
232721	ACISJ	Acidovorax sp. (strain JS42)			Acidovorax sp. JS42	reviewed	Species	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax	12916
439481	ACIB4	Aciduliprofundum boonei (strain DSM 19572 / T469)			Aciduliprofundum boonei DSM 19572; Aciduliprofundum boonei T469; Aciduliprofundum boonei str. T469; Aciduliprofundum boonei strain T469	reviewed		Archaea; Euryarchaeota; Aciduliprofundum	379547
470	ACIBA	Acinetobacter baumannii			Acinetobacter baumanii; Acinetobacter baumanni; Acinetobacter baumannii Bouvet and Grimont 1986; Acinetobacter genomosp. 2; Acinetobacter genomospecies 2; Bacterium anitratum	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	909768
480119	ACIB5	Acinetobacter baumannii (strain AB0057)			Acinetobacter baumannii AB0057; Acinetobacter baumannii str. AB0057; Acinetobacter baumannii strain AB0057	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	470
557600	ACIB3	Acinetobacter baumannii (strain AB307-0294)			Acinetobacter baumannii A307; Acinetobacter baumannii AB307-0294; Acinetobacter baumannii str. AB307-0294; Acinetobacter baumannii strain AB307-0294	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	470
405416	ACIBC	Acinetobacter baumannii (strain ACICU)			Acinetobacter baumannii ACICU; Acinetobacter baumannii ICU; Acinetobacter baumannii str. ACICU; Acinetobacter baumannii strain ACICU	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	470
400667	ACIBT	Acinetobacter baumannii (strain ATCC 17978 / NCDC KC 755)			Acinetobacter baumannii ATCC 17978; Acinetobacter baumannii str. ATCC 17978; Acinetobacter baumannii strain ATCC 17978	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	470
509173	ACIBY	Acinetobacter baumannii (strain AYE)			Acinetobacter baumannii AYE; Acinetobacter baumannii str. AYE; Acinetobacter baumannii strain AYE	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	470
509170	ACIBS	Acinetobacter baumannii (strain SDF)			Acinetobacter baumannii SDF; Acinetobacter baumannii str. SDF; Acinetobacter baumannii strain SDF	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	470
202950	ACIBI	Acinetobacter baylyi			Acinetobacter baylyi Carr et al. 2003	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
471	ACICA	Acinetobacter calcoaceticus			"Micrococcus calco-aceticus" Beijerinck 1911; Acinetobacter calcoaceticus (Beijerinck 1911) Baumann et al. 1968 (Approved Lists 1980) emend. Bouvet and Grimont 1986; Acinetobacter genomosp. 1; Acinetobacter genomospecies 1; Acinetobacter sp. HNR; Micrococcus calcoaceticus; Moraxella calcoacetica; Neisseria winogradskyi	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	909768
871585	ACICP	Acinetobacter calcoaceticus (strain PHEA-2)			Acinetobacter calcoaceticus PHEA-2; Acinetobacter calcoaceticus str. PHEA-2; Acinetobacter calcoaceticus strain PHEA-2	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	471
107673	ACIAN	Acinetobacter calcoaceticus subsp. anitratus			'Acinetobacter calcoaceticus subsp. anitratus'; Acinetobacter anitratum; Acinetobacter anitratus; Acinetobacter calcoaceticus biovar anitratus; Acinetobacter calcoaceticus var. anitratus; Acinetobacter sp. A85	reviewed	Subspecies	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	471
106648	ACIGA	Acinetobacter genomosp. 10			Acinetobacter berezinae; Acinetobacter bereziniae; Acinetobacter bereziniae Nemec et al. 2010; Acinetobacter genomic species 10; Acinetobacter genomospecies 10; Acinetobacter genospecies 10; Acinetobacter sp. TDB-2008a	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
106649	ACIGB	Acinetobacter genomosp. 11			Acinetobacter genomic species 11; Acinetobacter genomospecies 11; Acinetobacter genosp. 11; Acinetobacter genospecies 11; Acinetobacter guillouiae; Acinetobacter guillouiae Nemec et al. 2010; Acinetobacter sp. TDB-2008b	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
72607	ACIG1	Acinetobacter genomosp. 13			Acinetobacter ATCC 17903; Acinetobacter genomospecies 13; Acinetobacter genosp. 13; Acinetobacter sp. 13; Acinetobacter sp. ATCC 17903	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	909768
48296	ACIG3	Acinetobacter genomosp. 3			Acinetobacter genosp. 3; Acinetobacter pittii; Acinetobacter pittii Nemec et al. 2011; Acinetobacter sp. NF108343	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	909768
106646	ACIG6	Acinetobacter genomosp. 6				reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
474	ACIGL	Acinetobacter glutaminasificans			'Acinetobacter glutaminasificans'; Acinetobacter glutaminasifican	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
29430	ACIHA	Acinetobacter haemolyticus			"Achromobacter haemolyticus" Stenzel and Mannheim 1963; Achromobacter haemolyticus; Acinetobacter genomosp. 4; Acinetobacter genomospecies 4; Acinetobacter haematolyticus; Acinetobacter haemolyticus (ex Stenzel and Mannheim 1963) Bouvet and Grimont 1986	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
40214	ACIJO	Acinetobacter johnsonii			Acinetobacter genomosp. 7; Acinetobacter genomospecies 7; Acinetobacter johnsonii Bouvet and Grimont 1986	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
40215	ACIJU	Acinetobacter junii			Acinetobacter genomosp. 5; Acinetobacter genomospecies 5; Acinetobacter grimontii; Acinetobacter grimontii Carr et al. 2003; Acinetobacter junii Bouvet and Grimont 1986	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
28090	ACILW	Acinetobacter lwoffii			"Acinetobacter lwoffi" (sic) (Audureau 1940) Brisou and Prevot 1954; "Moraxella lwoffi" (sic) Audureau 1940; Acinetobacter genomosp. 8; Acinetobacter genomosp. 9; Acinetobacter genomospecies 8; Acinetobacter genomospecies 9; Acinetobacter lwoff; Acinetobacter lwoffi; Acinetobacter lwoffii (Audureau 1940) Brisou and Prevot 1954 (Approved Lists 1980) emend. Bouvet and Grimont 1986; Moraxella lwoffi	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
40216	ACIRA	Acinetobacter radioresistens			Acinetobacter genomosp. 12; Acinetobacter genomospecies 12; Acinetobacter radiiresistens; Acinetobacter radioresistens Nishimura et al. 1988	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
472	ACISP	Acinetobacter sp.				reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
62977	ACIAD	Acinetobacter sp. (strain ADP1)			Acinetobacter baylyi ADP1; Acinetobacter baylyi str. ADP1; Acinetobacter baylyi strain ADP1; Acinetobacter calcoaceticus ADP1; Acinetobacter sp. ADP1	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
72569	ACISA	Acinetobacter sp. (strain AK226)			Acinetobacter sp. AK226	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
68991	ACIS6	Acinetobacter sp. (strain ATCC 31012)			Acinetobacter ATCC31012; Acinetobacter calcoaceticus RAG-1; Acinetobacter lwoffii RAG-1; Acinetobacter sp. ATCC 31012; Acinetobacter sp. ATCC31012; Acinetobacter sp. RAG-1; Arthrobacter sp. RAG-1	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
68992	ACIS7	Acinetobacter sp. (strain ATCC 33308 / BD413 ErpE27)			Acinetobacter ATCC33308; Acinetobacter sp. ATCC 33308; Acinetobacter sp. ATCC33308	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
194927	ACISE	Acinetobacter sp. (strain ED45-25)			Acinetobacter sp. ED45-25	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
436717	ACISD	Acinetobacter sp. (strain JCM 1667 / KCTC 23045 / DR1)			Acinetobacter oleivorans DR1; Acinetobacter oleivorans str. DR1; Acinetobacter oleivorans strain DR1; Acinetobacter sp. DR1	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	1148157
68994	ACISR	Acinetobacter sp. (strain RA3849)			Acinetobacter sp. RA3849	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
68995	ACIS8	Acinetobacter sp. (strain SEIP 12.81)			Acinetobacter sp. 'SEIP 12.81'	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
68996	ACIS9	Acinetobacter sp. (strain T4)			Acinetobacter sp. T4	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	469
32536	ACIJB	Acinonyx jubatus	Cheetah			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Acinonychinae; Acinonyx	32535
27689	ACIBE	Acipenser baerii	Siberian sturgeon		Acipenser baeri; Acipenser baerii Brandt, 1869	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Chondrostei; Acipenseriformes; Acipenseridae; Acipenser	7901
7902	ACIGU	Acipenser guldenstadti	Caspian sturgeon	Russian sturgeon	Acipencer guldenstadti; Acipenser gueldenstaedti; Acipenser gueldenstaedtii; Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833; osietra	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Chondrostei; Acipenseriformes; Acipenseridae; Acipenser	7901
42330	ACINA	Acipenser naccarii	Adriatic sturgeon		Acipenser naccarii (Bonaparte, 1836)	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Chondrostei; Acipenseriformes; Acipenseridae; Acipenser	7901
61968	ACIPE	Acipenser persicus	Persian sturgeon		Acipenser persicus Borodin, 1897	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Chondrostei; Acipenseriformes; Acipenseridae; Acipenser	7901
61970	ACISI	Acipenser sinensis	Chinese sturgeon		Acipenser sinensi	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Chondrostei; Acipenseriformes; Acipenseridae; Acipenser	7901
7903	ACIST	Acipenser stellatus	Sevruga	Starry sturgeon	Acipenser stellatus Pallas, 1771; stellate sturgeon	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Chondrostei; Acipenseriformes; Acipenseridae; Acipenser	7901
7904	ACITR	Acipenser transmontanus	White sturgeon		Acipenser transmontano; Acipenser transmontanus Richardson, 1836	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Chondrostei; Acipenseriformes; Acipenseridae; Acipenser	7901
217838	ACMRA	Acmella radicans	Creeping spotflower		Acmella radicans (Jacq.) R.K.Jansen	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Heliantheae alliance; Heliantheae; Acmella	53714
10068	ACOCA	Acomys cahirinus	Egyptian spiny mouse		Acomys airensis; Acomys albigena; Cairo spiny mouse	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Deomyinae; Acomys	10067
60745	ACOIG	Acomys ignitus	Fiery spiny mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Deomyinae; Acomys	10067
37436	ACOWI	Acomys wilsoni	Wilson's spiny mouse		Acomys willsoni	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Deomyinae; Acomys	10067
263995	ACOAM	Acorus americanus	Sweetflag		Acorus americanus Raf.; Acorus calamus L. var. americanus (Raf.) H.D.Wulff.; Acorus calamus var. americanus	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Acoraceae; Acorus	4464
4465	ACOCL	Acorus calamus	Sweet flag		Acorus calamus L.; flagroot	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Acoraceae; Acorus	4464
55184	ACOGR	Acorus gramineus	Dwarf sweet flag		Acorus gramineus Sol. ex Aiton; shi chang pu	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Acoraceae; Acorus	4464
51850	ACRDU	Acrantophis dumerili	Dumeril's ground boa	Boa dumerili	Acrantophis dumerili Jan, 1860; Boa dumerili Boulenger 1893	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Lepidosauria; Squamata; Scleroglossa; Serpentes; Henophidia; Boidae; Boinae; Acrantophis	51849
51851	ACRMA	Acrantophis madagascariensis	Madagascar ground boa	Boa madagascariensis		reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Lepidosauria; Squamata; Scleroglossa; Serpentes; Henophidia; Boidae; Boinae; Acrantophis	51849
5044	ACRCH	Acremonium chrysogenum		Cephalosporium acremonium		reviewed	Species	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; mitosporic Hypocreales; Acremonium	159075
5045	ACRSP	Acremonium sp.				reviewed	Species	Eukaryota; Fungi; Dikarya; Ascomycota; mitosporic Ascomycota; Acremonium	5043
46287	ACRGR	Acrochordus granulatus	Rasp-skinned water snake		Indian wart snake; little file snake	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Lepidosauria; Squamata; Scleroglossa; Serpentes; Acrochordoidea; Acrochordidae; Acrochordus	39234
39267	ACRJA	Acrochordus javanicus	Javan wart snake			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Lepidosauria; Squamata; Scleroglossa; Serpentes; Acrochordoidea; Acrochordidae; Acrochordus	39234
